Title,Price,Reg Date,Depreciation,Mileage,Owners,URL
Honda Freed Hybrid 1.5A G 7-Seater,"$79,888","31-Jul-2019
(4y 1m COE left)","$17,440 /yr","98,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-freed-hybrid-15a-1398163/?dl=3368&utm_content=SLeligible
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo,"$101,800","16-Oct-2020
(5y 3m COE left)","$17,320 /yr","62,128 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-tucson-16a-gls-1410888/?dl=4413
Nissan Sylphy 1.6A Premium,"$87,888","29-Apr-2021
(5y 10m COE left)","$13,580 /yr","72,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-sylphy-16a-premium-1410078/?dl=3368
Mazda 6 2.0A Executive,"$23,888","30-Jun-2016
(1y COE left)","$11,960 /yr","96,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-6-20a-executive-1408643/?dl=3368
BYD eT3 Electric,"$96,800","29-May-2025
(9y 11m COE left)","$9,750 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/byd-et3-electric-1404618/?dl=3218
BYD eT3 Electric,"$96,800","11-Apr-2025
(9y 9m COE left)","$9,880 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/byd-et3-electric-1391839/?dl=3218
Ford Focus Titanium 1.0A GTDI 5DR,"$16,900","26-Aug-2016
(1y 2m COE left)","$8,670 /yr","144,600 km",3 Owners,https://www.sgcarmart.com/used-cars/info/ford-focus-titanium-10a-1387354/?dl=4352
Toyota Rav4 2.0A Premium,"$72,500","02-Oct-2018
(3y 3m COE left)","$16,070 /yr","159,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-rav4-20a-premium-1384816/?dl=1368&utm_content=SLeligible
BMW X2 sDrive20i M-Sport X,"$89,900","21-Feb-2019
(3y 7m COE left)","$17,910 /yr","99,900 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-x2-sdrive20i-m-sport-1383243/?dl=2804&utm_content=SLeligible
Land Rover Discovery Sport 2.0A Si4 7-Seater,"$79,800","28-Feb-2018
(2y 8m COE left)","$19,080 /yr","64,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/land-rover-discovery-sport-20a-1377927/?dl=3518&utm_content=SLeligible
Honda Fit 1.5A Honda Sensing,"$138,000","21-Oct-2024
(9y 3m COE left)","$14,140 /yr",38 km,1 Owner,https://www.sgcarmart.com/used-cars/info/honda-fit-15a-sensing-1346843/?dl=2958&utm_content=SLeligible
Suzuki Swift Mild Hybrid 1.2A RS,"$136,888","30-Aug-2024
(9y 2m COE left)","$14,290 /yr",66 km,1 Owner,https://www.sgcarmart.com/used-cars/info/suzuki-swift-mild-hybrid-1332533/?dl=2958&utm_content=SLeligible
Hyundai Tucson Hybrid 1.6A GLS T-GDi DCT Turbo S Sunroof,"$150,800","16-Feb-2022
(6y 7m COE left)","$21,140 /yr","16,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-tucson-hybrid-16a-1410889/?dl=2416
Volkswagen Tiguan 1.4A TSI Comfortline EQP Panoramic Roof,"$62,800","26-Apr-2018
(2y 10m COE left)","$15,970 /yr","95,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-tiguan-14a-tsi-1410883/?dl=3282
Mercedes-Benz C-Class C180 Avantgarde,"$82,800","03-Aug-2018
(3y 1m COE left)","$19,480 /yr","82,800 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1410870/?dl=1213
Mercedes-Benz E-Class E250 Avantgarde,"$77,000","17-Mar-2017
(1y 8m COE left)","$22,790 /yr","96,870 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e250-avantgarde-1410855/?dl=1000&utm_content=SLeligible
Porsche Cayenne S 2.9A Tip,"$238,800","14-Jan-2019
(3y 6m COE left)","$41,460 /yr","87,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-cayenne-s-29a-1410887/?dl=1079
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,"$218,000","30-Jun-2022
(7y COE left)","$26,830 /yr","65,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb35-amg-1394511/?dl=3034&utm_content=SLeligible
Volkswagen ID.Buzz Electric Cargo Commerce,"$130,800","11-Apr-2025
(9y 9m COE left)","$13,350 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/volkswagen-idbuzz-electric-cargo-1391447/?dl=3218
Citroen C3 Aircross 1.2A PureTech Feel,"$39,955","14-Jun-2018
(2y 11m COE left)","$10,640 /yr","68,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/citroen-c3-aircross-12a-1367954/?dl=2934&utm_content=SLeligible
Mitsuoka Rockstar 1.5A S Special Package,"$232,888","22-Dec-2023
(8y 5m COE left)","$25,330 /yr",88 km,1 Owner,https://www.sgcarmart.com/used-cars/info/mitsuoka-rockstar-15a-s-1259129/?dl=2958&utm_content=SLeligible
Honda Fit 1.3A GF,"$61,800","10-Feb-2020
(4y 7m COE left)","$12,690 /yr","98,155 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-fit-13a-gf-1410877/?dl=3489
Ford Focus Titanium 1.0A GTDI 5DR,"$40,000","27-Jun-2018
(3y COE left)","$10,190 /yr","128,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/ford-focus-titanium-10a-1410852/?dl=4158
Volvo XC90 T5 Momentum,"$78,800","05-May-2017
(1y 10m COE left)","$21,900 /yr","130,900 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volvo-xc90-t5-momentum-1405375/?dl=4221
Subaru Impreza 4D 2.0i-S EyeSight,"$57,800","18-Mar-2019
(3y 8m COE left)","$13,540 /yr","65,400 km",2 Owners,https://www.sgcarmart.com/used-cars/info/subaru-impreza-4d-20i-s-1404916/?dl=2650
Citroen Grand C4 SpaceTourer 1.2A PureTech EAT8 Exclusive,"$89,955","27-May-2021
(5y 11m COE left)","$12,940 /yr","92,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/citroen-grand-c4-spacetourer-1401762/?dl=2934&utm_content=SLeligible
Volkswagen Golf 1.4A TSI Comfortline,"$74,800","23-Jan-2020
(4y 6m COE left)","$14,170 /yr","80,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-golf-14a-tsi-1400696/?dl=4653&utm_content=SLeligible
Land Rover Discovery Sport Diesel 2.0A SE,"$57,800","16-Jun-2017
(1y 11m COE left)","$16,540 /yr","126,383 km",2 Owners,https://www.sgcarmart.com/used-cars/info/land-rover-discovery-sport-diesel-1384895/?dl=4533&utm_content=SLeligible
Mercedes-Benz GLE-Class GLE400 Coupe 4MATIC Sunroof (New 10-yr COE),"$195,888","01-Feb-2016
(10y COE left)","$19,580 /yr","86,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gle-class-gle400-coupe-1381957/?dl=3368&utm_content=SLeligible
Volkswagen Golf 1.2A TSI,"$20,355","30-Nov-2016
(1y 5m COE left)","$11,360 /yr","104,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-golf-12a-tsi-1381050/?dl=2934&utm_content=SLeligible
BMW 2 Series 216i Gran Tourer,"$59,000","22-May-2018
(2y 10m COE left)","$14,320 /yr","71,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1410863/?dl=3758
Jaguar E-PACE 2.0A Prestige,"$118,800","09-Feb-2021
(5y 7m COE left)","$18,080 /yr","60,580 km",3 Owners,https://www.sgcarmart.com/used-cars/info/jaguar-e-pace-20a-prestige-1410799/?dl=3350
Lamborghini Gallardo LP560-4 (COE till 06/2031),"$215,800","14-Jun-2011
(5y 11m COE left)","$36,130 /yr","91,600 km",More than 6,https://www.sgcarmart.com/used-cars/info/lamborghini-gallardo-lp560-4-coe-1410794/?dl=3350&utm_content=SLeligible
Nissan Pulsar 1.2A DIG-T,"$28,300","30-Jun-2017
(2y COE left)","$12,180 /yr","86,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-pulsar-12a-dig-t-1410662/?dl=3283
BMW M340i Mild Hybrid xDrive,"$361,800","18-Dec-2024
(9y 5m COE left)","$31,940 /yr","4,630 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-m340i-mild-hybrid-1410485/?dl=3350
BMW M135i 5DR,"$34,800","12-Jan-2016
(6m COE left)","$25,950 /yr","80,800 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-m135i-5dr-1409874/?dl=4436
Subaru Forester 2.0i-L Sunroof,"$50,800","13-Apr-2018
(2y 9m COE left)","$15,680 /yr","34,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/subaru-forester-20i-l-sunroof-1409525/?dl=2138
Honda Civic 1.6A VTi,"$101,800","21-Jul-2021
(6y COE left)","$15,110 /yr","51,600 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1405111/?dl=2626
BMW 4 Series 420i Convertible M-Sport,"$106,500","24-Oct-2018
(3y 3m COE left)","$22,520 /yr","50,400 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1403780/?dl=1127
Honda Shuttle 1.5A G LED,"$23,800","29-Dec-2016
(1y 6m COE left)","$13,200 /yr","88,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-shuttle-15a-g-1400589/?dl=4796&utm_content=SLeligible
Mercedes-Benz GLB-Class GLB180 Progressive,"$225,500","31-Jul-2024
(9y 1m COE left)","$22,040 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb180-progressive-1400004/?dl=1127&utm_content=SLeligible
Honda HR-V 1.5A DX,"$26,800","12-Oct-2016
(1y 3m COE left)","$14,360 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/honda-hr-v-15a-dx-1398165/?dl=3371&utm_content=SLeligible
Chevrolet Orlando 1.4A Turbo,"$26,500","10-Apr-2017
(1y 9m COE left)","$10,350 /yr","84,883 km",2 Owners,https://www.sgcarmart.com/used-cars/info/chevrolet-orlando-14a-turbo-1410886/?dl=2494
Nissan Note 1.2A DIG-S,"$13,000","24-Jun-2016
(11m COE left)","$10,530 /yr","145,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-note-12a-dig-s-1410802/?dl=3283
Toyota Rav4 2.0A Premium,"$100,800","16-Jan-2020
(4y 6m COE left)","$18,520 /yr","110,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-rav4-20a-premium-1410664/?dl=3283
Toyota C-HR Hybrid 1.8A S,"$56,000","07-May-2018
(2y 10m COE left)","$17,650 /yr","78,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-c-hr-hybrid-18a-1410546/?dl=1000&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde (COE till 06/2032),"$85,500","23-Aug-2012
(7y COE left)","$12,180 /yr","114,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1409547/?dl=3616&utm_content=SLeligible
Audi A4 2.0A TFSI S-tronic,"$99,800","30-Jan-2020
(4y 7m COE left)","$17,420 /yr","67,434 km",1 Owner,https://www.sgcarmart.com/used-cars/info/audi-a4-20a-tfsi-1409507/?dl=1213
Honda Shuttle 1.5A G Honda Sensing,"$68,800","12-Feb-2020
(4y 7m COE left)","$13,360 /yr","92,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-shuttle-15a-g-1409109/?dl=3371
Toyota Camry 2.5A,"$38,800","09-Feb-2017
(1y 7m COE left)","$13,580 /yr","81,809 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-camry-25a-1408634/?dl=1198
Subaru Impreza 4D 1.6i-S Sunroof,"$26,888","28-Apr-2017
(1y 10m COE left)","$10,950 /yr","78,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/subaru-impreza-4d-16i-s-1408473/?dl=3368
Renault Scenic Diesel 1.5A dCi,"$41,888","12-Jul-2018
(3y COE left)","$11,340 /yr","69,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/renault-scenic-diesel-15a-1407768/?dl=3368
BMW 7 Series 740Li M-Sport Sunroof (New 10-yr COE),"$206,800","24-Nov-2015
(10y COE left)","$20,670 /yr","31,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-7-series-740li-1406732/?dl=1400&utm_content=SLeligible
Toyota Picnic 2.0A (COE till 08/2027),"$23,800","31-Aug-2007
(2y 2m COE left)","$10,900 /yr","171,303 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-picnic-20a-coe-1403882/?dl=1198&utm_content=SLeligible
Honda Vezel Hybrid 1.5A RS Honda Sensing,"$22,800","14-Oct-2016
(1y 3m COE left)","$15,570 /yr","91,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-vezel-hybrid-15a-1400287/?dl=4796&utm_content=SLeligible
Hyundai Tucson Hybrid 1.6A GLS T-GDi DCT Turbo S Sunroof,"$173,800","25-May-2023
(7y 11m COE left)","$20,510 /yr","23,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-tucson-hybrid-16a-1398923/?dl=2138&utm_content=SLeligible
Honda Vezel 1.5A X Honda Sensing,"$22,800","17-Oct-2016
(1y 3m COE left)","$12,670 /yr","70,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1396822/?dl=4796&utm_content=SLeligible
Mercedes-Benz SL-Class SL43 Cabriolet Mild Hybrid AMG,"$509,800","15-May-2023
(7y 10m COE left)","$47,480 /yr","2,962 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-sl-class-sl43-cabriolet-1374586/?dl=1213
Toyota Raize 1.2A G,"$115,000","26-Jul-2023
(8y 1m COE left)","$13,910 /yr","9,800 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-raize-12a-g-1257869/?dl=1127&utm_content=SLeligible
BMW M2 Coupe Competition,"$285,000","09-Jul-2021
(6y COE left)","$34,440 /yr","30,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-m2-coupe-competition-1228298/?dl=3371&utm_content=SLeligible
BMW 2 Series 216d Active Tourer,"$27,800","18-Nov-2016
(1y 4m COE left)","$12,360 /yr","99,918 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216d-1407687/?dl=4815
Citroen DS5 Diesel 1.6A BlueHDi EAT6 Panoramic Roof,"$31,800","11-Aug-2017
(2y 1m COE left)","$8,850 /yr","90,647 km",2 Owners,https://www.sgcarmart.com/used-cars/info/citroen-ds5-diesel-16a-1406768/?dl=4815
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,"$319,800","26-Jun-2024
(9y COE left)","$30,370 /yr","15,526 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e200-mild-1404520/?dl=1213
Mazda 3 1.5A Deluxe Sunroof,"$30,300","03-May-2017
(1y 10m COE left)","$12,510 /yr","117,289 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-3-15a-deluxe-1404193/?dl=1198
Maxus eDeliver 7 Electric,"$106,800","21-May-2025
(9y 10m COE left)","$10,780 /yr",8 km,1 Owner,https://www.sgcarmart.com/used-cars/info/maxus-edeliver-7-electric-1402111/?dl=3393
Renault Kadjar Diesel 1.5A dCi BOSE Edition Moonroof,"$25,800","17-Nov-2016
(1y 4m COE left)","$12,930 /yr","106,197 km",3 Owners,https://www.sgcarmart.com/used-cars/info/renault-kadjar-diesel-15a-1393351/?dl=4815&utm_content=SLeligible
Toyota Wish 1.8A,"$34,900","29-Mar-2017
(1y 9m COE left)","$14,170 /yr","82,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-wish-18a-1392565/?dl=2626&utm_content=SLeligible
Mazda MX-5 1.6M (COE till 04/2035),"$124,000","14-Apr-2005
(9y 9m COE left)","$12,640 /yr","80,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mazda-mx-5-16m-coe-1389215/?dl=3841
Mercedes-Benz EQS Electric EQS53 AMG 4MATIC+ Hyperscreen,"$520,800","20-Mar-2023
(7y 8m COE left)","$49,640 /yr","18,339 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-eqs-electric-eqs53-1371358/?dl=1213
Infiniti Q50 2.0A T,"$40,500","09-Mar-2017
(1y 8m COE left)","$12,750 /yr","113,500 km",3 Owners,https://www.sgcarmart.com/used-cars/info/infiniti-q50-20a-t-1335891/?dl=3647&utm_content=SLeligible
BMW 3 Series 318i M-Sport,"$147,800","26-Aug-2021
(6y 2m COE left)","$19,630 /yr","65,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1410880/?dl=2011
Honda Fit 1.3A GF,"$54,000","20-Feb-2019
(3y 7m COE left)","$14,010 /yr","47,300 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-fit-13a-gf-1407806/?dl=1127
Toyota Corolla Altis 1.6A Classic,"$24,800","26-Sep-2016
(1y 3m COE left)","$13,070 /yr","116,237 km",3 Owners,https://www.sgcarmart.com/used-cars/info/toyota-corolla-altis-16a-1367656/?dl=2469&utm_content=SLeligible
Mazda 6 Wagon 2.5A Luxury Sunroof,"$24,800","16-Dec-2015
(5m COE left)",N.A,"102,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-6-wagon-25a-1281440/?dl=3647
Porsche Boxster S 3.2A Tip (COE till 04/2029),"$60,500","02-Mar-2001
(3y 10m COE left)","$15,710 /yr","148,500 km",More than 6,https://www.sgcarmart.com/used-cars/info/porsche-boxster-s-32a-1234142/?dl=3647
Honda City 1.5A LX i-VTEC (COE till 03/2029),"$39,800","25-Apr-2009
(3y 9m COE left)","$10,560 /yr","121,053 km",4 Owners,https://www.sgcarmart.com/used-cars/info/honda-city-15a-lx-1410228/?dl=4815&utm_content=SLeligible
Tesla Model Y Electric RWD,"$164,800","30-Nov-2022
(7y 5m COE left)","$18,820 /yr","24,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/tesla-model-y-electric-1409831/?dl=2296
Honda Vezel 1.5A X,"$25,800","06-Dec-2016
(1y 5m COE left)","$13,770 /yr","72,897 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1409216/?dl=1136
Hyundai Tucson 2.0A GLS Sunroof,"$45,800","08-Dec-2017
(2y 5m COE left)","$14,290 /yr","79,372 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-tucson-20a-gls-1407693/?dl=1001
Honda Civic 1.6A VTi,"$38,800","13-Apr-2017
(1y 9m COE left)","$15,780 /yr","76,608 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1407324/?dl=2793
Land Rover Defender 110 Mild Hybrid 3.0A P400 First Edition,"$230,800","25-Aug-2020
(5y 2m COE left)","$35,810 /yr","36,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/land-rover-defender-110-mild-1406743/?dl=2875
BMW 2 Series 216d Gran Tourer,"$34,800","03-Jan-2017
(1y 6m COE left)","$14,260 /yr","97,410 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216d-1406708/?dl=1136
Toyota Rav4 2.0A Premium,"$86,200","18-Feb-2019
(3y 7m COE left)","$19,030 /yr","99,890 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-rav4-20a-premium-1406158/?dl=1135
Toyota Noah Hybrid 1.8A X,"$75,888","26-Jun-2018
(3y COE left)","$20,380 /yr","110,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-noah-hybrid-18a-1405854/?dl=2875
Audi R8 Coupe 5.2A FSI Performance Quattro,"$565,800","28-Feb-2022
(6y 8m COE left)","$65,550 /yr","15,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-r8-coupe-52a-1405568/?dl=2875
Toyota Sienta 1.5A G,"$32,800","20-Jan-2017
(1y 6m COE left)","$16,950 /yr","92,479 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-sienta-15a-g-1405149/?dl=1136
Honda Vezel 1.5A X Honda Sensing,"$33,000","29-Jun-2017
(2y COE left)","$13,440 /yr","119,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1404975/?dl=4461
BMW 2 Series 216i Gran Tourer Luxury,"$52,800","08-Dec-2017
(2y 5m COE left)","$14,340 /yr","120,580 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1404894/?dl=2793
Honda Vezel 1.5A X,"$17,800","29-Jun-2016
(1y COE left)","$12,530 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1404702/?dl=4239
Hyundai Avante 1.6A GLS,"$65,800","07-Jan-2020
(4y 6m COE left)","$13,070 /yr","58,985 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-gls-1402757/?dl=1135&utm_content=SLeligible
BMW 2 Series 216i Gran Tourer Luxury,"$69,800","25-Jun-2018
(3y COE left)","$16,980 /yr","89,806 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1402749/?dl=1135&utm_content=SLeligible
Honda Shuttle Hybrid 1.5A,"$42,800","16-Mar-2018
(2y 8m COE left)","$14,780 /yr","107,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-shuttle-hybrid-15a-1400642/?dl=2793&utm_content=SLeligible
Honda City 1.5A SV,"$28,800","06-Feb-2017
(1y 7m COE left)","$13,670 /yr","104,873 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-city-15a-sv-1397532/?dl=1136&utm_content=SLeligible
Volvo S60 Diesel D4,"$28,800","23-Dec-2016
(1y 5m COE left)","$12,230 /yr","153,980 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volvo-s60-diesel-d4-1394360/?dl=2469&utm_content=SLeligible
Mercedes-Benz CLA-Class CLA180 (COE till 04/2030),"$70,800","20-Apr-2015
(4y 9m COE left)","$14,680 /yr","98,758 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-coe-1390818/?dl=2469&utm_content=SLeligible
Nissan Qashqai 1.2A DIG-T Premium,"$20,800","21-Sep-2016
(1y 2m COE left)","$11,130 /yr","141,633 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-qashqai-12a-dig-t-1365687/?dl=2469
Mercedes-Benz SL-Class SL43 Cabriolet Mild Hybrid AMG,"$458,800",N.A,N.A,"1,800 km",N.A.,https://www.sgcarmart.com/used-cars/info/mercedes-benz-sl-class-sl43-cabriolet-1362774/?dl=2454&utm_content=SLeligible
Toyota Vellfire 2.5A Z G-Edition Moonroof,"$39,000","13-Oct-2015
(3m COE left)",N.A,N.A,5 Owners,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-25a-z-1410865/?dl=1000
Mercedes-Benz A-Class Saloon A180 Progressive,"$174,800","02-Jan-2024
(8y 6m COE left)","$18,060 /yr","15,400 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-saloon-a180-1410864/?dl=2011
SEAT Ateca 1.4A TSI Xcellence,"$88,800","24-Nov-2020
(5y 4m COE left)","$13,960 /yr","67,700 km",1 Owner,https://www.sgcarmart.com/used-cars/info/seat-ateca-14a-tsi-1410822/?dl=4803
Mercedes-Benz CLA-Class CLA180 Progressive,"$124,800","16-Oct-2020
(5y 3m COE left)","$19,870 /yr","59,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-progressive-1409925/?dl=3700
BMW 3 Series 318i Highline,"$139,800","27-Jul-2021
(6y 1m COE left)","$18,820 /yr","45,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1409496/?dl=3700
Mercedes-Benz G-Class G400d AMG Line 4MATIC Premium,"$450,800","27-Oct-2021
(6y 4m COE left)","$57,890 /yr","52,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-g-class-g400d-amg-1409285/?dl=2875
BMW 1 Series 116d,"$40,800","28-Dec-2017
(2y 6m COE left)","$13,440 /yr","92,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-1-series-116d-1409160/?dl=3318
Toyota Sienta 1.5A G,"$12,800","04-Jan-2016
(6m COE left)","$11,820 /yr","175,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-sienta-15a-g-1408894/?dl=3700
Nissan Qashqai 1.2A DIG-T Premium,"$37,800","11-Oct-2017
(2y 3m COE left)","$13,250 /yr","82,358 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-qashqai-12a-dig-t-1407093/?dl=2793
Porsche 911 Carrera S Coupe 3.0A PDK,"$450,800","30-Dec-2020
(5y 6m COE left)","$59,030 /yr","36,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/porsche-911-carrera-s-1407070/?dl=2875
Mercedes-Benz GLA-Class GLA180 Urban Edition,"$87,800","24-Jul-2019
(4y COE left)","$17,610 /yr","88,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gla-class-gla180-urban-1406940/?dl=3700
Honda Vezel Hybrid 1.5A X,"$34,800","02-Aug-2017
(2y 1m COE left)","$15,350 /yr","117,531 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-hybrid-15a-1406707/?dl=1047
Hyundai Elantra 1.6A GLS S,"$35,800","03-Nov-2017
(2y 4m COE left)","$12,640 /yr","151,587 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-elantra-16a-gls-1405016/?dl=1001
Honda Civic 1.6A VTi,"$101,800","06-Jul-2021
(6y COE left)","$15,200 /yr","77,132 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1403169/?dl=2793
Citroen C5 Aircross 1.2A PureTech EAT8 Feel,"$136,800","21-Sep-2023
(8y 2m COE left)","$15,870 /yr","34,100 km",1 Owner,https://www.sgcarmart.com/used-cars/info/citroen-c5-aircross-12a-1402891/?dl=4221&utm_content=SLeligible
Toyota Wish 1.8A,"$31,800","16-Nov-2016
(1y 4m COE left)","$15,650 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-wish-18a-1401949/?dl=1047&utm_content=SLeligible
Mazda 5 2.0A SP Sunroof,"$28,800","26-Jan-2017
(1y 7m COE left)","$12,030 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-5-20a-sp-1401338/?dl=2793&utm_content=SLeligible
Honda Vezel 1.5A X (New 5-yr COE),"$63,800","13-Nov-2015
(5y COE left)","$12,750 /yr","81,800 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-x-1400663/?dl=4239&utm_content=SLeligible
Mercedes-Benz C-Class C180 Avantgarde,"$105,800","21-Nov-2019
(4y 4m COE left)","$19,150 /yr","131,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c180-avantgarde-1399029/?dl=2171&utm_content=SLeligible
Honda Vezel 1.5A S,"$24,800","29-Jul-2016
(1y 1m COE left)","$15,040 /yr","92,560 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-vezel-15a-s-1396304/?dl=1047
Honda City 1.5A SV,"$30,800","02-May-2017
(1y 10m COE left)","$13,040 /yr","137,121 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-city-15a-sv-1394842/?dl=1001&utm_content=SLeligible
