Title,Price,Reg Date,Depreciation,Mileage,Owners,URL
Jaguar E-PACE 2.0A Prestige,"$99,800","26-Dec-2019
(4y 6m COE left)","$18,380 /yr","91,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/jaguar-e-pace-20a-prestige-1404141/?dl=4458
BMW 7 Series 730Li Sunroof,"$81,800","04-Oct-2016
(1y 3m COE left)","$23,900 /yr","84,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-7-series-730li-1335115/?dl=3564&utm_content=SLeligible
Mercedes-Benz A-Class A180 Style,"$52,888","01-Feb-2018
(2y 7m COE left)","$15,490 /yr","83,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a180-style-1403814/?dl=3811
Audi A5 Sportback 2.0A TFSI S-tronic Design,"$90,888","12-Feb-2019
(3y 7m COE left)","$18,730 /yr","115,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-a5-sportback-20a-1397914/?dl=3451&utm_content=SLeligible
BMW 5 Series 520i,"$48,000","13-Oct-2016
(1y 3m COE left)","$17,370 /yr","152,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1386629/?dl=3754&utm_content=SLeligible
Kia Cerato K3 1.6A,"$40,800","23-Feb-2018
(2y 7m COE left)","$13,000 /yr","96,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/kia-cerato-k3-16a-1386530/?dl=4064&utm_content=SLeligible
BMW 3 Series 325i Coupe XL (COE till 10/2028),"$38,800","24-Oct-2008
(3y 3m COE left)","$11,640 /yr","161,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bmw-3-series-325i-1386527/?dl=4064&utm_content=SLeligible
Mazda 2 HB 1.5A Standard,"$67,888","16-Oct-2020
(5y 3m COE left)","$11,350 /yr","108,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-2-hb-15a-1386464/?dl=4543&utm_content=SLeligible
Volkswagen Tiguan 1.4A TSI Comfortline EQP,"$79,800","31-Dec-2018
(3y 6m COE left)","$17,590 /yr","142,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-tiguan-14a-tsi-1386463/?dl=3573&utm_content=SLeligible
Ssangyong Tivoli Diesel 1.6A Standard,"$57,800","30-Mar-2020
(4y 9m COE left)","$9,990 /yr","98,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/ssangyong-tivoli-diesel-16a-1386421/?dl=2163&utm_content=SLeligible
Audi Q5 2.0A TFSI Quattro S-tronic Sport,"$88,800","20-Nov-2018
(3y 4m COE left)","$18,380 /yr",N.A,2 Owners,https://www.sgcarmart.com/used-cars/info/audi-q5-20a-tfsi-1369360/?dl=1399&utm_content=SLeligible
Nissan Elgrand 2.5A Highway Star,"$132,800","19-Oct-2020
(5y 3m COE left)","$20,830 /yr","87,200 km",1 Owner,https://www.sgcarmart.com/used-cars/info/nissan-elgrand-25a-highway-1369320/?dl=2239&utm_content=SLeligible
Mercedes-Benz AMG GT Roadster,"$448,000","05-Apr-2021
(5y 9m COE left)",N.A,"38,800 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-amg-gt-roadster-1369294/?dl=2387&utm_content=SLeligible
Rolls-Royce Dawn 6.6A,"$950,000","28-Sep-2020
(5y 3m COE left)",N.A,"23,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-dawn-66a-1369290/?dl=3003&utm_content=SLeligible
Toyota Yaris Cross Hybrid 1.5A Active,"$163,800","18-Jun-2024
(8y 11m COE left)","$16,950 /yr","11,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-yaris-cross-hybrid-1363907/?dl=1000&utm_content=SLeligible
Lexus RX350L Premium 7-Seater,"$138,800","30-Jul-2018
(3y 1m COE left)","$30,120 /yr","121,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/lexus-rx350l-premium-7-seater-1353337/?dl=3831&utm_content=SLeligible
MG F 1.8I (COE till 10/2028),"$36,888","06-Nov-1998
(3y 4m COE left)","$10,990 /yr","99,888 km",More than 6,https://www.sgcarmart.com/used-cars/info/mg-f-18i-coe-1353194/?dl=4014
BMW 5 Series 520i,"$104,800","28-Nov-2018
(3y 5m COE left)","$21,740 /yr","134,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-5-series-520i-1349741/?dl=2410&utm_content=SLeligible
Mercedes-Benz GLC-Class GLC43 Coupe AMG 4MATIC Premium Plus,"$350,000","19-May-2023
(7y 10m COE left)","$35,940 /yr","16,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc43-coupe-1347711/?dl=1000&utm_content=SLeligible
Mercedes-Benz CLS-Class CLS53 Mild Hybrid AMG 4MATIC+,"$229,777","08-Feb-2019
(3y 7m COE left)","$40,280 /yr","53,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cls-class-cls53-mild-1335294/?dl=2783&utm_content=SLeligible
Mercedes-Benz B-Class B180 Progressive,"$134,800","19-Jul-2021
(6y COE left)","$19,190 /yr","78,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-b-class-b180-progressive-1333780/?dl=2410&utm_content=SLeligible
BMW 2 Series 216i Active Tourer M-Sport (OPC),"$159,800","09-May-2024
(8y 10m COE left)","$15,810 /yr","12,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-2-series-216i-1328474/?dl=1000&utm_content=SLeligible
Lexus ES300F (COE till 01/2026),"$17,888","10-Feb-2006
(7m COE left)","$29,540 /yr","175,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/lexus-es300f-coe-till-1327582/?dl=3802
Infiniti Q30 Diesel 1.5A T,"$37,800","24-Jul-2017
(2y COE left)","$13,420 /yr","88,300 km",3 Owners,https://www.sgcarmart.com/used-cars/info/infiniti-q30-diesel-15a-1315420/?dl=1079&utm_content=SLeligible
Rolls-Royce Cullinan 6.75A Sunroof,"$1,450,000","04-Mar-2021
(5y 8m COE left)","$170,960 /yr","19,900 km",3 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-cullinan-675a-sunroof-1315370/?dl=3003&utm_content=SLeligible
BMW M550i xDrive,"$364,000","08-Nov-2022
(7y 4m COE left)","$39,960 /yr","11,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-m550i-xdrive-1294588/?dl=2200&utm_content=SLeligible
Mercedes-Benz 450SLC (COE till 08/2033),"$97,000","16-Aug-2023
(8y 1m COE left)","$11,760 /yr","57,700 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-450slc-coe-till-1288663/?dl=4659
Bentley Continental Flying Spur 6.0A (New 10-yr COE),"$148,888","19-Jan-2009
(10y COE left)","$14,880 /yr","129,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/bentley-continental-flying-spur-1267518/?dl=2655&utm_content=SLeligible
Mercedes-Benz E-Class E300 Coupe Mild Hybrid AMG Line Premium Plus Night Edition,"$279,800","09-Feb-2023
(7y 7m COE left)","$29,180 /yr","20,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e300-coupe-1222002/?dl=2405&utm_content=SLeligible
Maserati GranTurismo Cambiocorsa (COE till 04/2030),"$82,500","08-Apr-2010
(4y 9m COE left)","$17,230 /yr","127,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/maserati-granturismo-cambiocorsa-coe-1221861/?dl=4079&utm_content=SLeligible
Rolls-Royce Ghost (COE till 01/2033),"$698,888","18-Jan-2013
(7y 6m COE left)","$92,290 /yr","5,588 km",2 Owners,https://www.sgcarmart.com/used-cars/info/rolls-royce-ghost-coe-till-1165528/?dl=4317&utm_content=SLeligible
Mercedes-Benz EQV Electric EQV300,"$278,800","31-Oct-2022
(7y 4m COE left)","$31,720 /yr","10,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-eqv-electric-eqv300-1405080/?dl=3547
Toyota Sienta 1.5A X,"$14,980","08-Apr-2016
(9m COE left)","$14,630 /yr","112,438 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-sienta-15a-x-1405075/?dl=3832
Volkswagen Polo GP 1.2A TSI Sunroof,"$20,500","30-Dec-2016
(1y 6m COE left)","$11,110 /yr","109,400 km",4 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-polo-gp-12a-1375464/?dl=2541&utm_content=SLeligible
Lexus LS460 (COE till 02/2029),"$45,500","28-Mar-2009
(3y 8m COE left)","$12,350 /yr","111,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-ls460-coe-till-1405078/?dl=3132&utm_content=SLeligible
Bentley Flying Spur 4.0A V8,"$696,800","28-Feb-2022
(6y 8m COE left)","$77,010 /yr","32,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/bentley-flying-spur-40a-1405063/?dl=1111
Volkswagen Jetta GP 1.4A TSI Highline,"$36,888","13-Jun-2017
(1y 11m COE left)","$13,360 /yr","79,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volkswagen-jetta-gp-14a-1405067/?dl=3159
Honda Civic 1.6A VTi,"$33,800","10-Jan-2017
(1y 6m COE left)","$15,110 /yr","127,339 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-16a-vti-1405060/?dl=3528
BMW 7 Series 740Li Sunroof (COE till 04/2029),"$60,800","31-Aug-2009
(3y 10m COE left)","$15,780 /yr","111,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-7-series-740li-1405056/?dl=1010&utm_content=SLeligible
Toyota Alphard 2.5A S C-Package Moonroof,"$209,800","03-Mar-2023
(7y 8m COE left)","$23,940 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-alphard-25a-s-1405035/?dl=3525
Ford Mustang Convertible 5.0A GT,"$140,588","19-Jul-2018
(3y COE left)","$33,730 /yr","57,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/ford-mustang-convertible-50a-1129208/?dl=4323&utm_content=SLeligible
Toyota 86 2.0A GT,"$38,800","23-Dec-2015
(5m COE left)",N.A,"55,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-86-20a-gt-1405032/?dl=1079
BMW 3 Series 320i Highline,"$129,800","01-Oct-2020
(5y 3m COE left)","$19,160 /yr","99,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-3-series-320i-1405015/?dl=3853
Renault Scenic Diesel 1.5A dCi Sunroof,"$41,800","26-Jul-2018
(3y 1m COE left)","$10,820 /yr",N.A,3 Owners,https://www.sgcarmart.com/used-cars/info/renault-scenic-diesel-15a-1405028/?dl=3525
Hyundai Avante 1.6A GLS,"$62,000","25-Sep-2019
(4y 3m COE left)","$13,080 /yr","68,300 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-gls-1404993/?dl=4427
Lexus ES250 Luxury Sunroof,"$63,800","28-Feb-2017
(1y 8m COE left)","$23,330 /yr","99,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-es250-luxury-sunroof-1405031/?dl=2549
BMW 3 Series 318i Highline,"$138,000","30-Nov-2021
(6y 5m COE left)","$17,530 /yr","48,700 km",4 Owners,https://www.sgcarmart.com/used-cars/info/bmw-3-series-318i-1404985/?dl=1368
Mercedes-Benz GLE-Class GLE450 Coupe Mild Hybrid 4MATIC,"$289,800","30-Jun-2021
(6y COE left)","$37,200 /yr","90,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-gle-class-gle450-coupe-1404276/?dl=2349
Mercedes-Benz CLA-Class CLA180 Shooting Brake,"$39,000","02-Nov-2016
(1y 4m COE left)","$17,450 /yr","90,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-cla-class-cla180-shooting-1405000/?dl=4427
Mercedes-Benz E-Class E200 Avantgarde,"$88,800","30-Jan-2018
(2y 7m COE left)","$21,230 /yr","132,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e200-avantgarde-1405023/?dl=1016
Honda Vezel Hybrid 1.5A X,"$71,800","18-Jun-2019
(3y 11m COE left)","$15,520 /yr","78,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-vezel-hybrid-15a-1405018/?dl=1016
Honda Freed Hybrid 1.5A 7-Seater Honda Sensing,"$129,888","04-Oct-2022
(7y 3m COE left)","$16,790 /yr","48,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-freed-hybrid-15a-1404969/?dl=3163
BMW X1 sDrive18i,"$32,000","07-Jun-2016
(11m COE left)","$18,450 /yr","112,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-x1-sdrive18i-1404856/?dl=3984
Honda Civic 1.5A VTEC Turbo,"$132,800","20-Jan-2022
(6y 6m COE left)","$18,040 /yr","35,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-civic-15a-vtec-1403862/?dl=2305
Mazda RX7 (COE till 01/2033),"$438,888","28-Jan-1993
(7y 7m COE left)","$57,750 /yr","42,888 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mazda-rx7-coe-till-1404963/?dl=4014
Mercedes-Benz S-Class 300SEL (COE till 04/2029),"$45,000","21-Feb-1990
(3y 10m COE left)","$11,680 /yr",N.A,More than 6,https://www.sgcarmart.com/used-cars/info/mercedes-benz-s-class-300sel-coe-1394249/?dl=2563
Volkswagen Sharan 2.0A TSI Sunroof,"$33,000","09-Nov-2015
(4m COE left)",N.A,"79,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-sharan-20a-tsi-1404976/?dl=4760
Mercedes-Benz GLC-Class GLC300 Coupe AMG Line 4MATIC,"$168,887","26-Feb-2020
(4y 8m COE left)","$28,340 /yr","56,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc300-coupe-1404776/?dl=4700
Mercedes-Benz S-Class S350d L AMG Line Premium,"$358,800","02-Sep-2022
(7y 2m COE left)","$39,270 /yr","99,425 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-s-class-s350d-l-1404952/?dl=3359
Porsche Cayenne Turbo 4.8A Tip Panoramic Roof (COE till 09/2030),"$121,800","13-Oct-2010
(5y 3m COE left)","$23,110 /yr","121,800 km",5 Owners,https://www.sgcarmart.com/used-cars/info/porsche-cayenne-turbo-48a-1404934/?dl=3758&utm_content=SLeligible
Honda Fit 1.3A G,"$22,000","07-Nov-2016
(1y 4m COE left)","$12,670 /yr","89,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-fit-13a-g-1402903/?dl=3616&utm_content=SLeligible
Lexus IS Turbo IS200t Executive,"$47,800","22-Nov-2016
(1y 4m COE left)","$18,100 /yr","121,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-is-turbo-is200t-1404959/?dl=2659
Honda Fit 1.3A G F-Package,"$52,800","09-May-2019
(3y 10m COE left)","$12,830 /yr","45,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-fit-13a-g-1399781/?dl=1238&utm_content=SLeligible
Honda Freed Hybrid 1.5A G Honda Sensing,"$72,800","29-Jul-2019
(4y 1m COE left)","$15,440 /yr","78,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/honda-freed-hybrid-15a-1399138/?dl=1238&utm_content=SLeligible
Mercedes-Benz C-Class C63 AMG (COE till 09/2031),"$123,880","21-Jun-2012
(6y 3m COE left)","$19,750 /yr","92,000 km",5 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-c-class-c63-amg-1386320/?dl=4200&utm_content=SLeligible
Honda Civic 1.5A VTEC Turbo Sunroof,"$41,800","19-May-2017
(1y 10m COE left)","$15,370 /yr","119,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/honda-civic-15a-vtec-1399158/?dl=1238&utm_content=SLeligible
Toyota Corolla Altis 1.6A Standard,"$42,800","11-Oct-2017
(2y 3m COE left)","$14,340 /yr","106,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-corolla-altis-16a-1398375/?dl=1238&utm_content=SLeligible
Toyota Yaris Cross Hybrid 1.5A X,"$153,800","03-Apr-2025
(9y 9m COE left)","$14,930 /yr",50 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-yaris-cross-hybrid-1389141/?dl=2454&utm_content=SLeligible
Honda Shuttle 1.5A G,"$18,800","28-Sep-2016
(1y 3m COE left)","$11,870 /yr","118,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/honda-shuttle-15a-g-1389044/?dl=4140
Volkswagen Sportsvan 1.4A TSI Comfortline,"$27,800","27-Feb-2017
(1y 8m COE left)","$11,200 /yr","102,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/volkswagen-sportsvan-14a-tsi-1404951/?dl=4323
Lexus GS450h Hybrid (COE till 10/2031),"$74,800","04-Feb-2012
(6y 4m COE left)","$11,770 /yr","199,999 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-gs450h-hybrid-coe-1403586/?dl=2650&utm_content=SLeligible
BMW 4 Series 420i Gran Coupe,"$112,800","25-Sep-2019
(4y 3m COE left)","$20,350 /yr","90,524 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1403122/?dl=2349
Mazda CX-5 2.0A Premium,"$114,000","04-Nov-2020
(5y 4m COE left)","$18,110 /yr","51,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-cx-5-20a-premium-1404912/?dl=4402
Hyundai Elantra 1.6A GLS S,"$48,800","25-Sep-2018
(3y 3m COE left)","$13,060 /yr","89,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-elantra-16a-gls-1404898/?dl=3271
Mercedes-Benz G-Class G63 AMG 4MATIC,"$478,800","02-Apr-2020
(4y 9m COE left)","$76,180 /yr","76,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-g-class-g63-amg-1404920/?dl=3853
Audi A3 Sportback 1.4A TFSI Attraction,"$21,800","29-Jul-2016
(1y 1m COE left)","$12,700 /yr","167,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/audi-a3-sportback-14a-1404928/?dl=4385
ZEEKR X Electric RWD,"$179,999","23-Aug-2024
(9y 1m COE left)","$19,370 /yr","10,500 km",1 Owner,https://www.sgcarmart.com/used-cars/info/zeekr-x-electric-rwd-1392578/?dl=1463&utm_content=SLeligible
Hyundai Avante 1.6A GLS Elite,"$62,888","29-Apr-2019
(3y 10m COE left)","$14,030 /yr","82,282 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-avante-16a-gls-1404893/?dl=4113
BMW 4 Series 420i Gran Coupe,"$106,500","14-Aug-2019
(4y 1m COE left)","$19,400 /yr","75,083 km",1 Owner,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1404889/?dl=2494
Audi RS 5 Sportback 2.9A TFSI Quattro,"$255,888","29-Jan-2021
(5y 7m COE left)","$35,370 /yr","58,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-rs-5-sportback-1377639/?dl=1067&utm_content=SLeligible
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo S Sunroof,"$128,800","28-Aug-2021
(6y 2m COE left)","$18,640 /yr","83,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/hyundai-tucson-16a-gls-1404921/?dl=2051
Mercedes-Benz GLC-Class GLC43 AMG 4MATIC,"$255,888","26-Jan-2022
(6y 7m COE left)","$31,100 /yr","34,888 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glc-class-glc43-amg-1404876/?dl=3840
Rolls-Royce Ghost (COE till 06/2032),"$379,800","14-Jun-2012
(6y 11m COE left)","$54,450 /yr","56,706 km",More than 6,https://www.sgcarmart.com/used-cars/info/rolls-royce-ghost-coe-till-1404869/?dl=1368&utm_content=SLeligible
Toyota Crown Crossover Hybrid 2.5 G Advanced Leather Package,"$272,800","18-Dec-2024
(9y 5m COE left)","$25,640 /yr",80 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-crown-crossover-hybrid-1368617/?dl=2454&utm_content=SLeligible
Porsche 911 GT3 3.8A PDK (COE till 10/2034),"$555,000","13-Nov-2014
(9y 4m COE left)","$59,300 /yr","63,000 km",4 Owners,https://www.sgcarmart.com/used-cars/info/porsche-911-gt3-38a-1393858/?dl=4695&utm_content=SLeligible
Nissan Presage 2.5A Highway Star (COE till 09/2027),"$20,800","14-Sep-2007
(2y 2m COE left)","$9,360 /yr","177,243 km",2 Owners,https://www.sgcarmart.com/used-cars/info/nissan-presage-25a-highway-1404896/?dl=1198&utm_content=SLeligible
Mercedes-Benz A-Class A180 Style,"$41,800","23-Jun-2017
(1y 11m COE left)","$16,040 /yr","129,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-a-class-a180-style-1404887/?dl=3175
Volkswagen Tiguan 2.0A TSI Elegance Sunroof,"$167,999","27-Jun-2023
(8y COE left)","$18,810 /yr","46,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volkswagen-tiguan-20a-tsi-1404862/?dl=1463
Porsche 911 Carrera 3.0A,"$478,800","08-Oct-2021
(6y 3m COE left)","$59,460 /yr","20,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/porsche-911-carrera-30a-1404877/?dl=1368
Toyota Sienta Hybrid 1.5A G,"$159,988","06-May-2025
(9y 10m COE left)","$15,200 /yr",330 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-sienta-hybrid-15a-1400480/?dl=3518&utm_content=SLeligible
Toyota Noah Hybrid 1.8A X,"$198,988","14-May-2025
(9y 10m COE left)","$18,930 /yr",180 km,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-noah-hybrid-18a-1400446/?dl=3518&utm_content=SLeligible
Mercedes-Benz E-Class E220d Sunroof,"$50,800","03-Oct-2016
(1y 3m COE left)","$20,710 /yr","134,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e220d-sunroof-1398721/?dl=2793&utm_content=SLeligible
Ferrari 488 Spider,"$788,000","30-Oct-2018
(3y 4m COE left)","$162,700 /yr","8,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/ferrari-488-spider-1392984/?dl=4536&utm_content=SLeligible
Mazda 5 2.0A Sunroof,"$32,500","19-Apr-2017
(1y 9m COE left)","$12,470 /yr","100,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mazda-5-20a-sunroof-1384129/?dl=4688&utm_content=SLeligible
MINI Cooper S Coupe 1.6A (COE till 09/2033),"$95,800","30-Sep-2013
(8y 3m COE left)","$11,580 /yr","66,429 km",4 Owners,https://www.sgcarmart.com/used-cars/info/mini-cooper-s-coupe-1340246/?dl=2793&utm_content=SLeligible
Bentley Flying Spur 4.0A V8 Sunroof (New 10-yr COE),"$309,800","18-Nov-2015
(10y COE left)","$30,960 /yr","39,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bentley-flying-spur-40a-1398436/?dl=3792&utm_content=SLeligible
Toyota Wish 1.8A Elegance,"$52,500","25-Apr-2018
(2y 10m COE left)","$15,000 /yr","69,341 km",2 Owners,https://www.sgcarmart.com/used-cars/info/toyota-wish-18a-elegance-1404840/?dl=3298
Audi A3 Sportback Mild Hybrid 1.0A TFSI,"$125,000","14-Oct-2022
(7y 3m COE left)","$14,710 /yr","34,500 km",2 Owners,https://www.sgcarmart.com/used-cars/info/audi-a3-sportback-mild-1404833/?dl=1269
Hyundai Elantra 1.6A GLS S,"$44,800","13-Jul-2018
(3y COE left)","$12,660 /yr","107,720 km",1 Owner,https://www.sgcarmart.com/used-cars/info/hyundai-elantra-16a-gls-1404801/?dl=3359
BMW 4 Series 420i Coupe M-Sport Sunroof,"$47,800","30-Aug-2016
(1y 2m COE left)","$21,950 /yr","85,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/bmw-4-series-420i-1404800/?dl=3989
Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$204,888","12-May-2023
(7y 10m COE left)","$22,870 /yr","38,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb200-amg-1398693/?dl=1000&utm_content=SLeligible
Porsche Panamera Sport Turismo 4 3.0A PDK,"$242,750","25-Sep-2018
(3y 3m COE left)","$45,190 /yr","52,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/porsche-panamera-sport-turismo-1398687/?dl=1000&utm_content=SLeligible
Citroen C4 Picasso Diesel 1.6A BlueHDi,"$18,500","19-Dec-2016
(1y 5m COE left)","$9,350 /yr","156,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/citroen-c4-picasso-diesel-1398645/?dl=1000
Ford Focus 1.0A Titanium,"$29,000","29-Dec-2017
(2y 6m COE left)","$8,760 /yr","164,200 km",3 Owners,https://www.sgcarmart.com/used-cars/info/ford-focus-10a-titanium-1398114/?dl=4343&utm_content=SLeligible
Lexus ES Hybrid ES300h Luxury Sunroof,"$45,800","27-Jul-2016
(1y 1m COE left)","$20,720 /yr","129,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/lexus-es-hybrid-es300h-1397437/?dl=2793
Volkswagen ID.5 Electric Pro,"$183,988","21-May-2024
(8y 10m COE left)","$19,490 /yr","8,900 km",1 Owner,https://www.sgcarmart.com/used-cars/info/volkswagen-id5-electric-pro-1370106/?dl=3858&utm_content=SLeligible
Honda Civic Hybrid 1.3A (COE till 02/2029),"$35,000","07-Feb-2009
(3y 7m COE left)","$9,660 /yr","154,000 km",2 Owners,https://www.sgcarmart.com/used-cars/info/honda-civic-hybrid-13a-1398882/?dl=1000&utm_content=SLeligible
SEAT Leon 1.2A TSI Style Plus,"$35,900","30-Nov-2017
(2y 5m COE left)","$12,260 /yr","90,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/seat-leon-12a-tsi-1287649/?dl=3951&utm_content=SLeligible
Nissan Latio 1.5A (COE till 05/2028),"$28,000","27-Jun-2008
(2y 11m COE left)","$9,530 /yr","60,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/nissan-latio-15a-coe-1386371/?dl=3758&utm_content=SLeligible
Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,"$193,800","24-Mar-2023
(7y 8m COE left)","$22,520 /yr","37,230 km",1 Owner,https://www.sgcarmart.com/used-cars/info/mercedes-benz-glb-class-glb200-amg-1386328/?dl=3359&utm_content=SLeligible
Mercedes-Benz E-Class E180 Avantgarde,"$137,000","23-Dec-2020
(5y 5m COE left)","$19,730 /yr","71,000 km",3 Owners,https://www.sgcarmart.com/used-cars/info/mercedes-benz-e-class-e180-avantgarde-1386190/?dl=3175&utm_content=SLeligible
Toyota Vellfire Hybrid 2.5A Z,"$366,800","27-Feb-2024
(8y 8m COE left)","$35,490 /yr",N.A,1 Owner,https://www.sgcarmart.com/used-cars/info/toyota-vellfire-hybrid-25a-1386096/?dl=3547&utm_content=SLeligible
BYD e6 Electric,"$37,800","05-Feb-2018
(2y 7m COE left)","$10,680 /yr",N.A,5 Owners,https://www.sgcarmart.com/used-cars/info/byd-e6-electric-1386091/?dl=4343&utm_content=SLeligible
Mitsubishi Lancer 1.6M GLX (COE till 04/2029),"$52,800","22-May-2009
(3y 10m COE left)","$13,710 /yr","20,000 km",More than 6,https://www.sgcarmart.com/used-cars/info/mitsubishi-lancer-16m-glx-1386069/?dl=3989&utm_content=SLeligible
Tesla Model 3 Electric Standard Range,"$125,500","16-Dec-2021
(6y 5m COE left)","$16,750 /yr","39,000 km",1 Owner,https://www.sgcarmart.com/used-cars/info/tesla-model-3-electric-1385306/?dl=3381&utm_content=SLeligible
